Slokam,Slokam_en,"Slokam Meaning"
" <p>अच्युतः प्रथितः प्राणः प्राणदो वासवानुजः ।<br>अपांनिधिरधिष्ठानमप्रमत्तः प्रतिष्ठितः ॥ ३५॥</p>","  <p>acyutaḥ prathitaḥ prāṇaḥ prāṇadō vāsavānujaḥ,<br>apāṁnidhiradhiṣṭhānamapramattaḥ pratiṣṭhitaḥ. (35)</p>"," <p><strong>320.&nbsp;</strong><strong>Acyutaḥ</strong> / He who does not fall from His status. om acutaya namah.</p>
    <p><strong>321. Prathitaḥ</strong> / One who is famous, One who is of great reputation. om prathitaya namah.</p>
    <p><strong>322. Prāṇaḥ</strong> / The Life-Breath. om pranaya namah.</p>
    <p><strong>323. Prāṇadaḥ</strong> / The Life-Giver. om pranadaya namah.</p>
    <p><strong>3</strong><strong>24. Vāsavānujaḥ</strong> / The younger brother of vasava or indra. om vasavanujaya namah.</p>
    <p><strong>325. Apāṁ nidhiḥ</strong> / The Sustainer of the waters of the ocean. om apam-nidhaye namah.</p>
    <p><strong>326. Adhiṣṭhānam</strong> / The Support. om adhishthanaya namah.</p>
    <p><strong>327. Apramattaḥ</strong> / The Vigilant. om apramattaya namah.</p>
    <p><strong>328. Pratiṣṭhitaḥ</strong> / He who is self-dependent. om pratishthitsya namah.</p>"
"  <p>स्कन्दः स्कन्दधरो धुर्यो वरदो वायुवाहनः ।<br>वासुदेवो बृहद्भानुरादिदेवः पुरन्दरः ॥ ३६॥</p>","   <p>skandaḥ skandadharō dhuryō varadō vāyuvāhanaḥ,<br>vāsudevō bṛhadbhānurādidevaḥ purandaraḥ. (36)</p>","  <p><strong>329.&nbsp;</strong><strong>Skandaḥ</strong> / He who dries up (destroys). om skandaya namah.</p>
    <p><strong>330. Skanda-dharaḥ</strong> / The Supporter of skanda. om skanda-dharaya namah.</p>
    <p><strong>331. Dhuryaḥ</strong> / The Supporter. om dhuryaya namah.</p>
    <p><strong>332. Varadaḥ</strong> / The Grantor of boons. om varadaya namah.</p>
    <p><strong>333. Vāyuvāhanaḥ</strong> / He who has Vayu as His vehicle. om vayu-vahanaya namah.</p>
    <p><strong>334. Vāsudevaḥ</strong> / He who pervades and sports. om vasu-devaya namah.</p>
    <p><strong>335. Bṛhadbhānuḥ</strong> / He of profuse luster. om brhad-bhanave namah.</p>
    <p><strong>336. Ādidevaḥ</strong> / The First Deity. om adi-devaya namah.</p>
    <p><strong>337. Purandaraḥ</strong> / a) The Destroyer of the cities. b) The Destroyer of the sufferings from the adi-daivika causes. c) He who helps the devotee in transcending the attachment to sthula, sukshma and karana sarIras. d) He who brings an end to the bodies of all beings. Om purandaraya namah.</p>"
" <p>अशोकस्तारणस्तारः शूरः शौरिर्जनेश्वरः ।<br>अनुकूलः शतावर्तः पद्मी पद्मनिभेक्षणः ॥ ३७॥</p>"," <p>aśōkastāraṇastāraḥ śūraḥ śaurirjaneśvaraḥ,<br>anukūlaḥ śatāvartaḥ padmī padmanibhekṣaṇaḥ. (37)</p>","   <p><strong>338.&nbsp;</strong><strong>Aśokaḥ</strong> / The dispeller of sorrows. om a-sokaya namah.</p>
    <p><strong>339. &nbsp;Tāraṇaḥ</strong> / He who takes others to the other shore (a boat). om taranaya namah.</p>
    <p><strong>340. Tāraḥ</strong> / The Savior. om taraya namah.</p>
    <p><strong>341. Śūraḥ</strong> / The Valiant. om suraya namah.</p>
    <p><strong>342. Śauriḥ</strong> / a) The son of valiant people like vasudeva, dasaratha, etc. b) The grandson of Sura, the name of Vasudeva&rsquo;s father. c) The descendant of the group of people called Suras in the Yadava<br>race. om sauraye namah.</p>
    <p><strong>343. Janeśvaraḥ</strong> / The Lord of the people. om janesvaraya namah.</p>
    <p><strong>344. Anukūlaḥ</strong> / One who is within bounds. om anukulaya namah.</p>
    <p><strong>345. Śatāvartaḥ</strong> / a) He who has several incarnations to sustain dharma, b) He whose wealth is bubbling but not overflowing (like vortices), c) He who maintains and manages several cycles &ndash; the cycle of samsara for all the beings, the cakras of grahas, nakshatra-s etc. om satavartaya namah.</p>
    <p><strong>346. Padmī&nbsp;</strong>/ He who carries the lotus in His hand. om padmine namah.&nbsp;</p>
    <p><strong>347. Padma-nibhekṣaṇaḥ</strong> / One who has eyes which resemble the lotus. om padama-nibhkshanaya namah.</p>"
"<p>पद्मनाभोऽरविन्दाक्षः पद्मगर्भः शरीरभृत् ।<br>महर्द्धिरृद्धो वृद्धात्मा महाक्षो गरुडध्वजः ॥ ३८॥</p>"," <p>padmanābhōravindākṣaḥ padmagarbhaḥ śarīrabhṛt,<br>maharddhir ṛddhō vṛddhātmā mahākṣō garuḍadhvajaḥ. (38)</p>","  <p><strong>348.&nbsp;</strong><strong>Padma-nābhaḥ</strong> / One with a lotus-like navel. om padmanabhAya namah.&nbsp;</p>
    <p><strong>349. Aravindākṣaḥ</strong> / The Lotus-eyed. om aravindakshaya namah.</p>
    <p><strong>350. Padma-garbhaḥ</strong> / He who is installed in a lotus. om padma-garbhaya namah.</p>
    <p><strong>351. Śarīra-bhṛt</strong> / The Protector of the bodies of everyone through food and life-energy. om sarira-bhrte namah.</p>
    <p><strong>352. Mahardhi</strong> / He of immense riches. om maharddhaye namah.</p>
    <p><strong>353. Ṛddhaḥ</strong> / One who keeps growing; Prosperous. om rddhaya namah.</p>
    <p><strong>354. Vṛddhātmā</strong> / One who is full-grown. om vrddhatmane namah.</p>
    <p><strong>355. Mahākṣaḥ</strong> / a) He with a (vehicle of) powerful axle. b) One with Great Eyes. om mahakshaya namah.</p>
    <p><strong>356. Garuḍa-dhvajaḥ</strong> / One who has Garuda in His banner. om garuda-dvajaya namah.</p>"
" <p>अतुलः शरभो भीमः समयज्ञो हविर्हरिः ।<br>सर्वलक्षणलक्षण्यो लक्ष्मीवान् समितिञ्जयः ॥ ३९॥</p>","  <p>atulaḥ śarabhō bhīmaḥ samayaj&ntilde;ō havirhariḥ,<br>sarvalakṣaṇalakṣaṇyō lakṣmīvān samiti&ntilde;jayaḥ. (39)</p>","  <p><strong>257</strong><strong>. Atulaḥ</strong> / The Incomparable. om atulaya namah.&nbsp;</p>
    <p><strong>358. Śarabhaḥ</strong> / a) The Destroyer (of those who transgress the bounds of ethics). b) One who shines as the Inner Self. om sarabhaya namah.</p>
    <p><strong>359. Bhīmaḥ</strong> / The Formidable. om bhimaya namah.</p>
    <p><strong>360. Samayajñaḥ</strong> / The Knower of the conventions. om samayajnaya namah.</p>
    <p><strong>361. Havir-hariḥ</strong> / Hari who is the recipient of the havis offered in the yajna. om havir-haraye namah.</p>
    <p><strong>362. Sarva-lakṣaṇa-lakṣaṇyaḥ</strong> / a) He who is the abode of all the auspicious qualities, b) He who is the ultimate definition of all good qualities, c) He who is pointed to as the Ultimate Truth through all<br>analysis, d) He who reveals Himself through everything around us. om sarva-lakshana lakshanyaya namah.</p>
    <p><strong>363. Lakṣmīvān</strong> / He who is always with Lakshmi. om lakshmivate namah.</p>
    <p><strong>364. Samitiñjayaḥ</strong> / He who is victorious in battles. om samitinjayaya namah.</p>"
" <p>विक्षरो रोहितो मार्गो हेतुर्दामोदरः सहः ।<br>महीधरो महाभागो वेगवानमिताशनः ॥ ४०॥</p>"," <p>vikṣarō rōhitō mārgō heturdamodarassahaḥ,<br>mahīdharō mahābhāgō vegavānamitāśanaḥ. (40)</p>","  <p><strong>365.&nbsp;</strong><strong>Vikṣaraḥ</strong> / He who never wanes. om viksharaya namah.</p>
    <p><strong>366. Rōhitaḥ</strong> / He who is of red complexion. om rohitaya namah.</p>
    <p><strong>367. Mārgaḥ</strong> / He who is sought after. om margaya namah.</p>
    <p><strong>368. Hetuḥ</strong> / The Cause. om hetave namah.</p>
    <p><strong>369. Damodaraḥ</strong> / 1) He who has the worlds in His belly. 2) One who was tied around His waist by ropes by YaSodA. 3) One who has happiness for His devotees. 4) One who is attained by observances such as dama. om damodaraya namah.</p>
    <p><strong>370. &nbsp;Sahaḥ</strong> / He who has patience. om sahaya namah.</p>
    <p><strong>371. Mahīdharaḥ</strong> / The Supporter of the Earth. om mahIdharaya namah.</p>
    <p><strong>372. Mahābhāgaḥ</strong> / He who is extremely Fortunate. om maha-bhagaya namah.</p>
    <p><strong>373. Vegavān</strong> / He who is quick. om vegavate namah.</p>
    <p><strong>374. Amitāśanaḥ</strong> / a) The voracious Eater. b) He who gives unlimited supply of food to His creations. om amitaaanaya namah. &nbsp;</p>"
" <p>उद्भवः क्षोभणो देवः श्रीगर्भः परमेश्वरः ।<br>करणं कारणं कर्ता विकर्ता गहनो गुहः ॥ ४१॥</p>"," <p>udbhavaḥ, kṣōbhaṇō devaḥ śrīgarbhaḥ parameśvaraḥ,<br>karaṇaṁ kāraṇaṁ kartā vikartā gahanō guhaḥ. (41)</p>","  <p><strong>375.&nbsp;</strong><strong>Udbhavaḥ</strong> / a) He who removes the bondage. b) He who is beyond the bondage of samsara. c) He who is the origin of the Universe. om udbhavaya namah.</p>
    <p><strong>376. &nbsp;Kṣōbhaṇaḥ</strong> / The Creator of a commotion. om khshobanaya namah.</p>
    <p><strong>377. Devaḥ</strong> / He who sports Himself. om devaya namah.</p>
    <p><strong>378. Śrīgarbhaḥ</strong> / a) He who has Lakshmi always with Him in His play as devah. b) He who has Lakshmi in Him in the form of the Universe. c) He who is the abode of all auspicious qualities (SrI). om sri-garbhaya namah.</p>
    <p><strong>379. Parameśvaraḥ</strong> / The Supreme Ruler. om paramesvaraya namah.</p>
    <p><strong>380. Karaṇam</strong> / The Means. om karanaya namah.</p>
    <p><strong>381. Kāraṇam</strong> / The Cause &ndash; He who causes others to act. om karanaya namah.</p>
    <p><strong>382. Kartā</strong> / The Agent. om kartre namah.</p>
    <p><strong>383. Vikartā</strong> / a) He who undergoes modifications. b) He who created the world of varieties. &nbsp;om vikartre namah.</p>
    <p><strong>384. Gahanaḥ</strong> / He who is deep and inscrutable. om gahanaya namah.</p>
    <p><strong>385. Guhaḥ</strong> / a) The Savior. b) One who hides Himself effectively from non-devotees. om guhaya namah.</p>"
"<p>व्यवसायो व्यवस्थानः संस्थानः स्थानदो ध्रुवः ।<br>परर्द्धिः परमस्पष्टस्तुष्टः पुष्टः शुभेक्षणः ॥ ४२॥</p>"," <p>vyavasāyō vyavasthānaḥ saṁsthānaḥ sthānadō dhruvaḥ,<br>pararddhiḥ paramaspaṣṭastuṣṭaḥ puṣṭaḥ śubhekṣaṇaḥ. (42)</p>","   <p><strong>386.&nbsp;</strong><strong>Vyavasāyaḥ</strong> / a) The Pivot (of the planets). b) One with a firm and resolute mind, One with True Knowledge about Self. om vyavasayaya namah.&nbsp;</p>
    <p><strong>387. Vyavasthānaḥ</strong> / The basis. om vyavasthanaya namah.</p>
    <p><strong>388. Sāṁsthānaḥ</strong> / The final end. om samsthanaya namah.</p>
    <p><strong>389. Sthānadaḥ</strong> / The Giver of the Supreme Abode. om sthanadaya namah.</p>
    <p><strong>390. Dhruvaḥ</strong> / The Stationary (Fixed). om dhruvaya namah.&nbsp;</p>
    <p><strong>391. Pararddhiḥ</strong> / He who is full of noble and auspicious qualities. om paraddhaye namah.</p>
    <p><strong>392. Paramaspaṣṭaḥ</strong> / He whose greatness is explicit. om parama-spashtaya namah.</p>
    <p><strong>393. Tuṣṭaḥ</strong> / He who is full of happiness. om tushtaya namah.</p>
    <p><strong>394. Puṣṭaḥ</strong> / He who is full of noble qualities. om pushtaya namah.</p>
    <p><strong>395. Śubhekṣaṇaḥ</strong> / He who has auspicious eyes. om subhekshanaya namah.</p>"
" <p>रामो विरामो विरजो मार्गो नेयो नयोऽनयः ।<br>वीरः शक्तिमतां श्रेष्ठो धर्मो धर्मविदुत्तमः ॥ ४३॥</p>"," <p>rāmō virāmō virajō mārgō neyō nayōnayaḥ,<br>vīraḥ śaktimatāṁ śreṣṭhō dharmō dharmaviduttamaḥ. (43)</p>","   <p><strong>396. Ramaḥ</strong> / a) He who delights others. b) He in whom everyone delights. om ramaya namah.&nbsp;</p>
    <p><strong>397. Virāmaḥ</strong> / a) He before whom all become powerless. b) He who is the final goal of everyone. om viramaya namah.</p>
    <p><strong>398. Virajaḥ-Mārgaḥ</strong> / One who shows the faultless path. om virataya namah &ndash; The Unattached. om margaya namah &ndash; He who is sought after. om virajo-margaya namah &ndash; He who shows the flawless path.</p>
    <p><strong>399. Neyaḥ</strong> / He who lets Himself be governed (by His devotees). om neyaya namah.</p>
    <p><strong>400. Nayaḥ</strong> / He who draws everyone towards Himself. om nayaya namah.</p>
    <p><strong>401. Anayaḥ</strong> / He who cannot be spirited away. om anayaya namah.</p>
    <p><strong>402 Vīraḥ</strong> / Valiant (See 664). om viraya namah.</p>
    <p><strong>403. Śaktimatāṁ śreṣṭhaḥ</strong> / The Greatest among the powerful. om saktimatam-sreshthaya namah.</p>
    <p><strong>404. Dharmaḥ</strong> / Virtue Incarnate. om dharmaya namah.</p>
    <p><strong>405. Dharma-viduttamaḥ</strong> / The foremost among those who are conscious of dharma. om dharma-vid-uttamaya namah.</p>"
" <p>वैकुण्ठः पुरुषः प्राणः प्राणदः प्रणवः पृथुः ।<br>हिरण्यगर्भः शत्रुघ्नो व्याप्तो वायुरधोक्षजः ॥ ४४॥</p>"," <p>vaikuṇṭhaḥ puruṣaḥ prāṇaḥ prāṇadaḥ praṇavaḥ pṛthuḥ,<br>hiraṇyagarbhaḥ śatrughnō vyāptō vāyuradhōkṣajaḥ. (44)</p>","  <p><strong>406.&nbsp;</strong><strong>Vaikuṇṭhaḥ</strong> / Remover of obstacles (to union). om vaikunthaya namah.&nbsp;</p>
    <p><strong>407. Puruṣaḥ</strong> / The Purifier. om purushaya namah.</p>
    <p><strong>408. Prāṇaḥ</strong> / The vital air (Life-breath). om praaaya namah.</p>
    <p><strong>410. Prāṇadaḥ-Praṇavaḥ</strong> / a) He who makes others bow before Him. b) He who deserves to be worshiped. om pranamaya namah.</p>
    <p><strong>411. Pṛthuḥ</strong> / Well-known. om prthave namah.</p>
    <p><strong>412. Hiraṇyagarbhaḥ</strong> / He who delights everyone&rsquo;s heart. om hiranya-garbhaya namah.&nbsp;</p>
    <p><strong>413. Śatrughnaḥ</strong> / The Slayer of the enemies. om satru-ghnaya namah.</p>
    <p><strong>414. Vyāptaḥ</strong> / He who is full (of love and affection). om vyapataya namah.</p>
    <p><strong>415. Vāyuḥ</strong> / He who moves (towards His devotees). om vayave namah.</p>
    <p><strong>417. Adhokṣajaḥ</strong> / He who does not get diminished. om adhokshajaya namah.</p>"
