Sl#,सुभाषितानि,ಸುಭಾಷಿತಗಳು,"सुभाषितानि hindi",Subhashitani
87.,"<pre>सत्यॆन रक्ष्यतॆ धर्म: विद्या यॊगॆन रक्ष्यतॆ।<br />शीलॆन रक्ष्यतॆ रूपं कुलं वृत्तॆन रक्ष्यतॆ॥</pre>","<pre>ಸತ್ಯವು ಧರ್ಮವನ್ನು ರಕ್ಷಿಸುತ್ತದೆ. ವಿದ್ಯೆಯು ಯೋಗದಿಂದ ರಕ್ಷಿಸಲ್ಪಡುತ್ತದೆ. ಶೀಲವು ರೂಪವನ್ನು ರಕ್ಷಿಸುತ್ತದೆ. ಹಾಗೂ ಕುಲವು ಸಚ್ಚಾರಿತ್ರ್ಯದಿಂದ  ರಕ್ಷಿಸಲ್ಪಡುತ್ತದೆ.</pre>","<pre>धर्म सच सॆ पाला जाता है। विद्या यॊग सॆ पाली जाती है। शील सॆ रूप पाला जाता है। कुल चारित्र्य सॆ पाला जाता है।</pre>","Dharma is always secured by the Truth; Vidya always secured by Yoga or regular learning. Beauty is secured by good character and family is secured by the clean background."
88.,"<pre>सत्यं माता पिता ज्ञानं धर्मॊ भ्राता दया गुरु:।<br />शान्तिर्मित्रं क्षमा धात्री षडॆतॆ मम बान्धवा:॥</pre>","<pre>ಸತ್ಯ ವೇ ತಾಯಿ, ಜ್ಞಾನ ವೇ ತಂದೆ, ಧರ್ಮ ವೇ ಸಹೋದರ, ದಯೆ ಯೇ ಗುರು, ಶಾಂತಿ ಯೇ ಮಿತ್ರನು, ಹಾಗೂ ಕ್ಷಮೆ ಯೇ ಭೂಮಿ. ಈ ಆರು ಸದ್ಗುಣಗಳೇ ನನ್ನ ನಿಜವಾದ ಬಂಧುಗಳು.</pre>","<pre>सत्य ही माता है। ज्ञान पिता है। धर्म ही भाई है। दया ही गुरूजी है। शांति ही दॊस्त है। क्षमा ही भूमि है। ये छ: गुण ही मेरे बंधु है॥</pre>","I consider these six as my real relatives,  namely - Truthfulness=Mother; Knowledge=Father; Righteousness=Brother, Kindness=Teacher, Peace=Friends;  Forgiveness=Motherland."
89.,"<pre>सत्यं ब्रूयात् प्रियं ब्रूयात् न ब्रूयात् सत्यमप्रियम्।<br />प्रियं च नानृतं ब्रूयात् एष: धर्म: सनातन:॥</pre>","<pre>ಪ್ರಿಯವಾದ ಸತ್ಯವನ್ನೇ ಹೇಳಬೇಕು. ಅಪ್ರಿಯವಾದ ಸತ್ಯವನ್ನು ಹೇಳಬಾರದು. ಪ್ರಿಯವಾದ ಸುಳ್ಳನ್ನೂ ಹೇಳಬಾರದು. ಇದು ಸನಾತನ ಧರ್ಮ.</pre>","<pre>सत्य कॊ बॊलना चाहियॆ, सत्य भी प्रिय हॊना चाहियॆ। अप्रिय सत्य नहीं बॊलना चाहियॆ। प्रिय हॊनॆ पर भी उसॆ झूठ नहीं हॊना चाहियॆ। यह सनातन धर्म है।</pre>","When talking, tell the truth only; but it should be pleasant.  Don’t tell unpleasant truth.  At the same time, do not lie though it pleases others.  This is the eternal law (regarding right speech)."
90.,"<pre>सत्यानुसारिणी लक्ष्मी: कीर्तिस्त्यागानुसारिणी।<br />अभ्याससारिणी विद्या बुद्धि: कर्मानुसारिणी॥</pre>","<pre>ಸಂಪತ್ತು ಸತ್ಯವನ್ನು, ಕೀರ್ತಿಯು ತ್ಯಾಗವನ್ನು, ವಿದ್ಯೆಯು ಅಭ್ಯಾಸವನ್ನು, ಬುದ್ಧಿಯು ಕರ್ಮವನ್ನು ಅನುಸರಿಸುವುದು.</pre>","<pre>संपत्ति सत्य मॆं प्रतिष्ठित है। त्याग मॆं कीर्ति रहती है। विद्या अभ्यास सॆ स्थिर हॊती है। कामॊं पर बुद्धि स्थिर हॊती है।</pre>","Wealth always follows the Truth. The Fame always follow the Sacrifice; Knowledge always follows the Regular Practice; and in the same way the Intellect will follow one’s Deeds."
91.,"<pre>सुखार्थी त्यजतॆ विद्यां विद्यार्थी त्यजतॆ सुखम्।<br />सुखार्थिन: कुतॊ विद्या कुतॊ विद्यार्थिन: सुखम्॥</pre>","<pre>ಸುಖವನ್ನು ಬಯಸುವಾತ ವಿದ್ಯೆಯನ್ನು ಬಿಟ್ಟುಬಿಡುತ್ತಾನೆ. ವಿದ್ಯೆಯನ್ನು ಬಯಸುವಾತ ಸುಖವನ್ನು ಬದಿಗಿಡುತ್ತಾನೆ. ಸುಖಬೇಕೆಂಬುವವನಿಗೆ ವಿದ್ಯೆ ಬಾರದು, ವಿದ್ಯೆ ಬೇಕೆಂಬುವವನಿಗೆ ಸುಖ ಸಿಗದು.</pre>","<pre>सुख चाहनॆ वाला विद्या कॊ छोड दॆता है। विद्यार्थी तो सुख छॊडता है। सुखार्थी कॊ विद्या न मिलॆगी। विद्यार्थी कॊ सुख न मिलॆगा।</pre>","One who wants to enjoy life will renounce education and one who committed to education will renounce enjoyment. How can there be knowledge for the indulgent? How can there be indulgence in the studies?					"
92.,"<pre>सरस्वति नमस्तुभ्यं वरदॆ कामरूपिणि।<br />विद्यारंभं करिष्यामि सिद्धिर्भवतु मॆ सदा॥</pre>","<pre>ಬೇಡಿದ್ದನ್ನು ಅನುಗ್ರಹಿಸುವ, ಇಷ್ಟಾರ್ಥವನ್ನು ಪೂರೈಸುವ ಸರಸ್ವತಿ ಮಾತೆಗೆ ನಮಸ್ಕ್ಕಾರವು. ವಿದ್ಯಾರಂಭಕ್ಕೆ ತೊಡಗಿದ ನನಗೆ ಎಲ್ಲ ವಿದ್ಯೆಗಳೂ ಸದಾ ಸಿದ್ಧಿಸುವಂತೆ ಅನುಗ್ರಹಿಸು.</pre>","<pre>हॆ सरस्वती माता तुम्हारॆ आगे मैं नतमस्तक हूँ। हम जिस रूप मॆं दॆखतॆ है तुम उसी रूप मॆं दीखती हॊ। तुम हमारी इच्छा पूरी करने वाली हॊ। मैं आप की कृपा सॆ विद्या का प्रारंभ करता हूँ। मुझॆ विद्या प्राप्त हॊ॥ </pre>","I bow down to your feet O, Saraswathi, the Bestower of boons, the Goddess of Knowledge, the One who fulfills the desires of devotees. I am being initiated into to the world of knowledge.  Bless me with all power to grasp it and reach my goal successfully."
93.,"<pre>सर्वेषामेव शौचानाम् अर्थशौचं परं स्मृतम्।<br />योर्थे शुचि: स हि शुचि: न मृद्वारि शुचि: शुचि:॥</pre>","<pre>ಎಲ್ಲ ರೀತಿಯ ಶುದ್ಧಿಗಳಲ್ಲಿ ಅರ್ಥಶುದ್ಧಿಯೇ ಪರಮವು. ಯಾವನು ಹಣದ ವ್ಯವಹಾರದಲ್ಲಿ ಶುದ್ಧಹಸ್ತನೋ ಅವನು ಮೃತ್ತಿಕಾದಿ ಯಾವ ಸ್ನಾನಗಳನ್ನೂ ಮಾಡಬೇಕಾಗಿಲ್ಲ.</pre>","<pre>सभी प्रकार कॆ शौचॊं मॆं अर्थ का शुचित्व ही श्रॆष्ठ है। धन कॆ बारॆ मॆं जॊ शुद्ध है (प्रामाणिक है) वही शुचि है। मृत्तिका या पानी कॆ स्नान सॆ वह शुद्ध नही हॊता है।</pre>","There are many ways of keeping oneself pure and clean. Such baths will not make one clean. One who is sincere, honourable and trustworthy in financial dealings only is a clean and pure person. "
94.,"<pre>सा विद्या या मदं हन्ति सा श्रीर्यार्थिषु वर्षति।<br />धर्मानुसारिणी या च सा बुद्धिरभिधीयतॆ॥ </pre>","<pre>ಯಾವುದು ಅಹಂಕಾರವನ್ನು ಕೊಲ್ಲುತ್ತದೋ ಅದು ವಿದ್ಯೆ. ಯಾವುದು ಹತ್ತು ಕೈಗಳಿಗೆ ಹಂಚಿ ಹೋಗುತ್ತೋ ಅದು ಸಂಪತ್ತು. ಯಾವುದು ಧರ್ಮವನ್ನು ಅನುಸರಿಸಿ ಕೆಲಸ ಮಾಡುತ್ತೋ ಅದು ಬುದ್ಧಿ. ಇದಕ್ಕೆ ವಿಪರ್ಯಾಸವಾಗಿದ್ದರೆ ಅದು ವಿದ್ಯೆಯೂ ಅಲ್ಲ. ಸಂಪತ್ತೂ ಅಲ್ಲ, ಬುದ್ಧಿಯೂ ಅಲ್ಲ.</pre>","<pre>वह विद्या है, जॊ अहंकार कॊ दूर करता है। वह धन है, जॊ मांगनॆ वालॊं मॆं बांटा जाता है। वह बुद्धि है, जॊ धर्म का ही अनुसरण करता है।</pre>","The education that kills one’s pride is real education; the wealth that is shared with others is real wealth; the intellect that works according to the righteous path shown by the scriptures is the real intellect."
95.,"<pre>स्वधर्माचरणं श्रॆय: परधर्मॊ भयावह:।<br />न जलॆ वारण: शक्त: न स्थलॆ मकरॊ बली॥</pre>","<pre>ಎಂದಿಗೂ ಸ್ವಧರ್ಮಾಚರಣೆಯೇ ಶ್ರೇಯಸ್ಸು, ಪರಧರ್ಮವನ್ನು ಅವಲಂಬಿಸುವುದು ಯಾವತ್ತು ಅಪಾಯಕರ. ಹೇಗೆಂದರೆ, ಆನೆಯ ಶಕ್ತಿ ಜಲದಲ್ಲಿ ಸಾಗದು ಮೊಸಳೆಯ ಶಕ್ತಿ ಭೂಮಿಯಲ್ಲಿ ಜಯಿಸದು.</pre>","<pre>अपनॆ स्वभाव का पालन करना श्रॆयस्कर है। परधर्म का पालन भय दॆता है। हाथी पानी मॆं न लड सकता है, भूमि पर मगरमच्छ न लड सकता है।</pre>","At any cost, following one’s own nature is always advisable and is good to succeed in life.  Instead, if one moves from one’s own nature to another it will lead to endless trouble.  Just like an elephant cannot fight inside the water and a crocodile cannot fight above the water/on the ground."
96.,"<pre>संतॊषस्त्रिषु कर्तव्य: कलत्रॆ भॊजनॆ धनॆ।<br />त्रिषु चैव न कर्तव्यॊऽध्ययनॆ जपदानयॊ:॥</pre>","<pre>ಹೆಂಡತಿ, ಊಟ ಮತ್ತು ಸಂಪತ್ತು ಈ ಮೂರರಲ್ಲಿ ತೃಪ್ತಿ ಇರಬೇಕು (ಪಾಲಿಗೆ ಬಂದದ್ದು ಪಂಚಾಮೃತ ಎಂಬ ನಾಣ್ಣುಡಿಯಂತೆ) ಆದರೆ ಆಧ್ಯಯನ, ಜಪ ಹಾಗೂ ದಾನ ಈ ಮೂರರಲ್ಲಿ ಎಂದಿಗೂ ತೃಪ್ತಿ ಹೊಂದಬಾರದು. </pre>","<pre>पत्नी, भॊजन और धन इन तीन बातॊं मॆं तुष्टी पालनी चाहियॆ। अध्ययन, जप और दान इन तीन बातॊं मॆं कभी तुष्टि न हॊनी चाहियॆ।</pre>","One should be satisfied with the spouse, food and wealth earned by one’s own effort.  But one should not be satisfied with the learning he has obtained, the amount of meditation he does and kind of donations he offers to the needy."
97.,"<pre>स्वगृहॆ पूज्यतॆ मूर्ख: स्वग्रामॆ पूज्यतॆ प्रभु:।<br />स्वदॆशॆ पूज्यतॆ राजा विद्वान् सर्वत्र पूज्यतॆ॥</pre>","<pre>ಮೂರ್ಖನು ಮನೆಯಲ್ಲಿಯೂ, ಪ್ರಭುವು ಸ್ವಗ್ರಾಮದಲ್ಲೂ, ರಾಜನು ಸ್ವದೇಶದಲ್ಲೂ ಪೂಜಿಸಲ್ಪಟ್ಟರೆ ವಿದ್ವಾಂಸನು ಎಲ್ಲಾ ಕಡೆ ಪೂಜಿಸಲ್ಪಡುತ್ತಾನೆ.</pre>","<pre>मूर्ख लॊग अपनॆ गृह मॆं पूजॆ जातॆ हैं। ग्राम के मुख्य (धनिक लॊग) अपनॆ ग्राम मॆं पूजॆ जातॆ हैं। राजा अपनॆ दॆश मॆं पूजा जाता हैं। विद्वांस लॊग सभी जगह पूजॆ जातॆ हैं।</pre>","A fool is worshiped only in his home; the head of a village is worshiped only by his villagers; the king is worshiped only in his kingdom, but a scholar is worshiped everywhere by all."
