**Sloka**,Verse
1-3-26,"Hanuma&#39;s killing the demoness Surasa, and his seeing of Simhika, a rapacious creature of gigantic origin, which captures its prey by the shadow, and Hanuma&#39;s killing that Simhika, and his seeing the mountain of Lanka, called Mt. Trikuta, on which the state of Lanka is built, Valmiki described them all. [1-3-28]"
1-3-27,"In night Hanuma&#39;s entry into Lanka, for being lonely his thinking over the course to search for Seetha, and his going to the liquor consumption place, and also his seeing the palace chambers of Ravana... [1-3-29]"
1-3-28,"Hanuma&#39;s seeing Ravana, and also his seeing Pushpaka, the divine aircraft, and wandering in Ashoka gardens, his seeing Seetha also... [1-3-30]"
1-3-29,"Presenting his credential, the ring of Rama, to Seetha and his talk with Seeta, and also his witnessing the demonesses scaring Seetha to oblige Ravana, and his witnessing demoness Trijata narrating her bad dream, are all narrated in the epic. [1-3-31]"
1-3-30,"Seetha&#39;s giving her bejeweled hairslide to be shown to Rama, Hanuma&#39;s uprooting of the trees of that beautiful Ashoka gardens, thereby the demonesses fleeing in scare, his killing the guards of that garden... [1-3-32]"
1-3-31,"The capture of Hanuma, the son of Air-god, by the magical missile of Indrajit, son of Ravana, and also Hanuma&#39;s burning down Lanka, and his blaring at the demons, also his return flight from Lanka... and on his way back Hanuma&#39;s seeing a honey garden, and the appropriation of honey... [1-3-33]"
1-3-32,"Hanuma&#39;s action in presenting the jewel sent by Seetha solaces Raghava, and thus the meeting of Rama with the Ocean, and Nala&#39;s building the bridge on ocean... [1-3-34]"
1-3-33,"Crossing over the ocean by the boulder bridge built by Nala, and seizure of Lanka in night, and Vibheeshana, the younger brother of Ravana, whom Ravana banished, comes to meet Rama, and his telling the scheme to kill Ravana to Rama... [1-3-35]"
1-3-34,"Crowning of Vibheeshana as the king of Lanka, after the demise of Ravana, and also Rama&#39;s seeing Pushpaka, the divine aircraft, and returning to Ayodhya in that aircraft... and Rama&#39;s meeting Sage Bharadvaja on his way back... [1-3-37]"
1-3-35,"Sending Hanuma to meet Bharata, for he avowed to self-immolate if Rama were not to come in time; the coronation festival of Rama; disbandment of all military troops of monkeys; Rama&#39;s ruling his kingdom to the delight of his subjects, and the desolation of Vaidehi too... are described by Valmiki. [1-3-38]"
1-3-36,"The godly sage Valmiki composed the futuristic legend of Rama while Rama is on the surface of earth, and whatever that is there, that is composed in all its minuteness, in the coming chapters of this epic. [1-3-39]"
1-4-1,"The godly saint Valmiki composed Ramayana on Rama&#39;s retrieving kingdom, wording admirably and meaningfully. [1-4-1]"
1-4-2,"Sage Valmiki said Ramayana in twenty four thousand verses, in five hundred chapters, in six books, likewise an end-piece too. [1-4-2]"
1-4-3,"Though that great scholar composed thus with leading and sequel legends, that godly saint thought over thus &#39;really, who will render all this ballad...&#39; [1-4-3]"
1-4-4,"Then Lava and Kusha who are in the attire of hermits have touched the feet of that contemplative soul Valmiki, who is now thoughtful. [1-4-4]"
1-4-5,"Glorious Kusha and Lava are the virtue knowing princes, and they are endowed with melodious voice, besides being the residents of the same hermitage, thus Valmiki saw them saluting at his feet. [1-4-5]"
1-4-6,"On seeing that pair intellectuals who are proficient in Veda-s that self-reliant sage Valmiki made those two to memorize the epic, as the epic Ramayana is composed only to reinforce the import of Veda-s, as an ancillary. [1-4-6]"
1-4-7,"That sage with observed sacred vows has rendered the entire epic in the name of &#39;Ramayana&#39;, &#39;Sublime Legend of Seetha&#39; and &#39;elimination of Ravana&#39;. [1-4-7]"
1-4-8,"To read or to sing it is melodious, adaptable to music with three scales and sevenfold tune, and orchestral to the tunes of string-instrument and rhythm included... [1-4-8]"
1-4-9,"Aesthetics like romance, pathos, comic, fury, fright, valour etc., embodying the epic is sung [by Kusha, Lava.] [1-4-9]"
1-4-10,"They are conversant with the art of music and proficient with the pitch and pausing their voices, and those two brothers have not only a wealthy voice, but they also look like celestial singers. [1-4-10]"
1-4-11,"They have charm in their appearance and melodiousness in their voice, they are like the two reflections of one original object, and thus they came out from the body of Rama, separately. [1-4-11]"
1-4-12,"They the princes have memorized that virtue-expounding epic, the best; in its entirety and in doing so, they rendered that epic faultlessly. [1-4-12]"
1-4-13,"They sung the epic as schooled, well aware of its content and intent, among the assemblages of sages, scholars and also of eminent persons, with their best concentration [1-4-13]"
1-4-14,"Once those two great-souls who endowed with musical talent and with all remarkable features, sung this epic, standing nearby the midst of a gathering of sages and pious souls. [1-4-14]"
1-4-15,"On hearing that, the eyes of all the sages were overspread with tears of happiness, and they appreciated saying, &#39;splendid, splendid is this...&#39; [1-4-15]"
1-4-16,"All those saints being the saint-patrons of virtue are pleased at heart, and praised the praiseworthy Kusha and Lava, while they are singing. [1-4-16]"
1-4-17,"The melody of the ballad, especially the meaning of verses, aha! Superb... though this has happened long-ago it is shown like the one happening presently... [1-4-17]"
1-4-18,"On getting into the mood of the epic, those two sang its import in one tune, that too melodiously and rapturously, marinating the pitch and tune... So said the saints. [1-4-18]"
1-4-19,"While the great saints of blessed ascesis are appreciating that way, those two melodiously sang very effectually and very meaningfully. [1-4-19]"
1-4-20,"And someone, a pleased saint, got up and bestowed a handy vessel to them... another reputed sage, lauding them contributed a jute robe. [1-4-20]"
1-4-21,"And another sage bestowed a black-deerskin, and like that yet another a sacred thread... someone gave a water-pot and another great saint a girdle of maunja grass to singers, while that way another contributed an under cloth; another sage gladly contributed a hatchet to them, another a saffron clothe, and yet another saint bestowed a cloth-wrapper; another delivered tuft-headband also, and another enchanted for their singing ballad handed out a sacrificial vessel, and another a bundle of firewood sticks, and yet another gave a plank-seat of audambari wood, and other called forth blessings, and someone then happily chanted bless-hymns for longevity... there by all the truth-avowing saints, those that are great sages have thus bestowed boons. [1-4-21-26]"
1-4-22,"Surprising is this well-said rendering of Valmiki... it is the subsistence for tomorrow&#39;s poets... and this is completed sequentially, as well... [1-4-26]"
1-4-23,"While this song that generates longevity and prosperity, and one that is melodious one to all ears is being sung everywhere in streets and king&#39;s ways and while those two singers who are experts in singing any kind of music are being appreciated everywhere, Rama has seen them. [1-4-27-28]"
1-4-24,"Then on seeing them Rama, the enemy-eliminator, fetched those honour-worthy bothers, Lava and Kusha, to his palace and honoured them. [1-4-29]"
1-4-25,"He that king Rama is then surrounded by his ministers and brothers that are sitting his nearby, he himself sat on a divine golden throne. [1-4-30]"
1-4-26,"Having seen the mannerly brothers endowed with beautiful features, Rama spoke to Lakshmana, and Shatrughna, and Bharata likewise. [1-4-31]"
1-4-27,"Rama said to thus, Let this ballad be keenly heard from these divinely resplendent brothers, for it contains versatile words and meanings...&#39; and thus he motivated the singers. [1-4-32]"
1-4-28,"Even those two singers have sung the ballad melodiously and effectually, with their clear and clarified voices, like the melody of string and rhythmic instruments, with very clear and meaningful intonation. [1-4-33]"
1-4-29,"Enthralling courtier&#39;s bodies, minds and hearts also, and thus that song shone forth as it is for all ears, bearing a comfort in its manifestation, among the gathering of the people. [1-4-34]"
1-4-30,"These two saint-like Kusha and Lava, who also possess kingly features, but they are great hermits... this narration is endowing good fortune to me also, listen to that great efficacious legend [of Seetha...] [So said Rama to those courtiers.] [1-4-35]"
1-4-31,"Then those two singers, motivated by Rama&#39;s words, sang the ballad in maarga system, for they are well versed in it, then even Rama, who is also in the congregation, again to pacify his mind, [for the story of Seetha puts his mind to turmoil,] became interested at heart [to continue listening Seetha&#39;s story...] [1-4-36]"
1-5-1,"Once upon a time, under which victorious kings, starting from Prajapati-s, this entire earth with all its islands is there, among which kings one king named Sagara is there, well-known for his deepening the oceans, and whom his sixty thousand sons were fencing in when he is set out for action, in the dynasty of such Ikshvaku kings this highly revered and reputed epic Ramayana is originated. [1-5-1, 3]"
1-5-2,"Being such a legend, we two wish to relate this Ramayana entirely and completely from the beginning, which is endowed with the values and means of probity, prosperity, and pleasure seeking... and this be listened without any caviling. [1-5-4]"
1-5-3,"A great kingdom named Kosala, a joyous and a vast one well flourishing with monies and cereals, is snugly situated on the riverbanks of Sarayu. [1-5-5]"
1-5-4,"A world-renowned city is there in that kingdom, which is personally built by Manu, the foremost ruler of mankind. [1-4-6]"
1-5-5,"That glorious city with well-devised highways is twelve yojana-s lengthwise and three yojana-s breadth wise. [1-5-7]"
1-5-6,"That city shines forth with well-laid great royal highways that are always wetted with water, and with flowers strewn and scattered on them. [1-5-8]"
1-5-7,"As an improver of great kingdom Dasharatha the king made her as his abode, as Indra made heavens as his abode. [1-5-9]"
1-5-8,"That city is surrounded with gateways and archways; the front yards of buildings are well laid; it is lodges all kinds of machinery, weaponry and craftsmen, and king Dasharatha dwells in such a city. [1-4-10]"
1-5-9,"She that prosperous city Ayodhya is muchly crammed with many a eulogist and panegyrist, yet she is highly splendorous with many a bastion, flag and hundreds of batteries of canons, and Dasharatha dwells therein. [1-5-11]"
